varId,subCategoryId,applies_to_tabs,category,subcategory,section,question,label,dataType,lookupGroupId,associationSpecific
2287,3,True,Students,Student Diversity,Total School Enrollment by School Type and Gender,"Total Enrollment: Girls (ISACS,EMA,VAIS,NJAIS,NYSAIS,TABS)","Students -> Student Diversity -> Total School Enrollment by School Type and Gender -> Total Enrollment: Girls (ISACS,EMA,VAIS,NJAIS,NYSAIS,TABS)",integer,,True
13044,3,True,Students,Student Diversity,Total School Enrollment by School Type and Gender,"Non-Binary Enrollment: Total (ISACS,EMA,VAIS,NJAIS,NYSAIS,TABS)","Students -> Student Diversity -> Total School Enrollment by School Type and Gender -> Non-Binary Enrollment: Total (ISACS,EMA,VAIS,NJAIS,NYSAIS,TABS)",integer,,True
14379,3,True,Students,Student Diversity,Total School Enrollment by School Type and Gender,"Not Reported Enrollment: Total (ISACS,EMA,VAIS,NJAIS,NYSAIS,TABS)","Students -> Student Diversity -> Total School Enrollment by School Type and Gender -> Not Reported Enrollment: Total (ISACS,EMA,VAIS,NJAIS,NYSAIS,TABS)",integer,,True
4043,15,True,Admission and Attrition,Admission (Previous Year),Admission Activity,Does your school track inquiries?,Admission and Attrition -> Admission (Previous Year) -> Admission Activity -> Does your school track inquiries?,choiceSingle,1,False
15412,15,True,Admission and Attrition,Admission (Previous Year),Admission Process,Campus tour/visit required before applying,Admission and Attrition -> Admission (Previous Year) -> Admission Process -> Campus tour/visit required before applying,choiceSingle,1,False
15413,15,True,Admission and Attrition,Admission (Previous Year),Admission Process,Interview required before applying,Admission and Attrition -> Admission (Previous Year) -> Admission Process -> Interview required before applying,choiceSingle,1,False
4053,15,True,Admission and Attrition,Admission (Previous Year),Admission Process,Does your school accept Applications only from students who have toured and/or interviewed?,Admission and Attrition -> Admission (Previous Year) -> Admission Process -> Does your school accept Applications only from students who have toured and/or interviewed?,choiceSingle,1,False
4054,15,True,Admission and Attrition,Admission (Previous Year),Admission Process,Does your school require test scores before an application can be submitted?,Admission and Attrition -> Admission (Previous Year) -> Admission Process -> Does your school require test scores before an application can be submitted?,choiceSingle,1,False
7246,15,True,Admission and Attrition,Admission (Previous Year),Admission Process,Number of visits to school by prospective students,Admission and Attrition -> Admission (Previous Year) -> Admission Process -> Number of visits to school by prospective students,integer,,False
11686,15,True,Admission and Attrition,Admission (Previous Year),Admissions,Completed Admission Applications from Domestic Boarding Candidates (Both Aided & Unaided)  (TABS),Admission and Attrition -> Admission (Previous Year) -> Admissions -> Completed Admission Applications from Domestic Boarding Candidates (Both Aided & Unaided)  (TABS),integer,,True
15563,15,True,Admission and Attrition,Admission (Previous Year),Admissions,School definition of domestic boarding candidate (TABS),Admission and Attrition -> Admission (Previous Year) -> Admissions -> School definition of domestic boarding candidate (TABS),choiceSingle,122,True
15564,15,True,Admission and Attrition,Admission (Previous Year),Admissions,School definition of international candidate (TABS),Admission and Attrition -> Admission (Previous Year) -> Admissions -> School definition of international candidate (TABS),choiceSingle,123,True
1803,15,True,Admission and Attrition,Admission (Previous Year),Admissions - Total,Inquiries about school,Admission and Attrition -> Admission (Previous Year) -> Admissions - Total -> Inquiries about school,integer,,False
4050,15,True,Admission and Attrition,Admission (Previous Year),Admissions - Total,Applicants who did not inquire (DNI),Admission and Attrition -> Admission (Previous Year) -> Admissions - Total -> Applicants who did not inquire (DNI),integer,,False
1198,15,True,Admission and Attrition,Admission (Previous Year),Admissions - Total,Completed applications,Admission and Attrition -> Admission (Previous Year) -> Admissions - Total -> Completed applications,integer,,False
4051,15,True,Admission and Attrition,Admission (Previous Year),Admissions - Total,Number of Did Not Complete (DNC) Applicants,Admission and Attrition -> Admission (Previous Year) -> Admissions - Total -> Number of Did Not Complete (DNC) Applicants,integer,,False
4052,15,True,Admission and Attrition,Admission (Previous Year),Admissions - Total,Enrolled but did not attend,Admission and Attrition -> Admission (Previous Year) -> Admissions - Total -> Enrolled but did not attend,integer,,False
1129,15,True,Admission and Attrition,Admission (Previous Year),Admissions - Total,Acceptances to school,Admission and Attrition -> Admission (Previous Year) -> Admissions - Total -> Acceptances to school,integer,,False
1909,15,True,Admission and Attrition,Admission (Previous Year),Admissions - Total,Newly Enrolled students,Admission and Attrition -> Admission (Previous Year) -> Admissions - Total -> Newly Enrolled students,integer,,False
3111,,False,Admission and Attrition,Admission (Previous Year),Admissions - Total,Acceptance Rate,Admission and Attrition -> Admission (Previous Year) -> Admissions - Total -> Acceptance Rate,float,,False
3366,15,True,Admission and Attrition,Admission (Previous Year),Admissions Rates and Ratios,Applications Rate (completed applications as a percent of inquiries),Admission and Attrition -> Admission (Previous Year) -> Admissions Rates and Ratios -> Applications Rate (completed applications as a percent of inquiries),float,,False
4055,15,True,Admission and Attrition,Admission (Previous Year),Admissions Rates and Ratios,Completed Applications as % of Inquiries + DNI,Admission and Attrition -> Admission (Previous Year) -> Admissions Rates and Ratios -> Completed Applications as % of Inquiries + DNI,float,,False
3367,15,True,Admission and Attrition,Admission (Previous Year),Admissions Rates and Ratios,Acceptance Rate (acceptances as a percent of applications),Admission and Attrition -> Admission (Previous Year) -> Admissions Rates and Ratios -> Acceptance Rate (acceptances as a percent of applications),float,,False
3368,15,True,Admission and Attrition,Admission (Previous Year),Admissions Rates and Ratios,Yield (enrollments as a percent of acceptances),Admission and Attrition -> Admission (Previous Year) -> Admissions Rates and Ratios -> Yield (enrollments as a percent of acceptances),float,,False
11577,15,True,Admission and Attrition,Admission (Previous Year),International Admissions (Previous Year),Number of Inquiries: F-1 Visa,Admission and Attrition -> Admission (Previous Year) -> International Admissions (Previous Year) -> Number of Inquiries: F-1 Visa,integer,,False
11578,15,True,Admission and Attrition,Admission (Previous Year),International Admissions (Previous Year),Number of Inquiries: J-1 Visa,Admission and Attrition -> Admission (Previous Year) -> International Admissions (Previous Year) -> Number of Inquiries: J-1 Visa,integer,,False
11579,15,True,Admission and Attrition,Admission (Previous Year),International Admissions (Previous Year),Completed Applications Processed: F-1 Visa,Admission and Attrition -> Admission (Previous Year) -> International Admissions (Previous Year) -> Completed Applications Processed: F-1 Visa,integer,,False
11580,15,True,Admission and Attrition,Admission (Previous Year),International Admissions (Previous Year),Completed Applications Processed: J-1 Visa,Admission and Attrition -> Admission (Previous Year) -> International Admissions (Previous Year) -> Completed Applications Processed: J-1 Visa,integer,,False
11581,15,True,Admission and Attrition,Admission (Previous Year),International Admissions (Previous Year),Number of International Students Accepted: F-1 Visa,Admission and Attrition -> Admission (Previous Year) -> International Admissions (Previous Year) -> Number of International Students Accepted: F-1 Visa,integer,,False
11582,15,True,Admission and Attrition,Admission (Previous Year),International Admissions (Previous Year),Number of International Students Accepted: J-1 Visa,Admission and Attrition -> Admission (Previous Year) -> International Admissions (Previous Year) -> Number of International Students Accepted: J-1 Visa,integer,,False
11583,15,True,Admission and Attrition,Admission (Previous Year),International Admissions (Previous Year),Newly Enrolled International Students: F-1 Visa,Admission and Attrition -> Admission (Previous Year) -> International Admissions (Previous Year) -> Newly Enrolled International Students: F-1 Visa,integer,,False
11584,15,True,Admission and Attrition,Admission (Previous Year),International Admissions (Previous Year),Newly Enrolled International Students: J-1 Visa,Admission and Attrition -> Admission (Previous Year) -> International Admissions (Previous Year) -> Newly Enrolled International Students: J-1 Visa,integer,,False
4056,15,True,Admission and Attrition,Admission (Previous Year),International Students Admission Activity (Previous Year),Does your school track inquiries?,Admission and Attrition -> Admission (Previous Year) -> International Students Admission Activity (Previous Year) -> Does your school track inquiries?,choiceSingle,1,False
4108,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 5 Day Students Attrition (Previous Years),Opening Enrollment,Admission and Attrition -> Attrition (Previous Year) -> Boarding 5 Day Students Attrition (Previous Years) -> Opening Enrollment,integer,,False
4110,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 5 Day Students Attrition (Previous Years),Added Students,Admission and Attrition -> Attrition (Previous Year) -> Boarding 5 Day Students Attrition (Previous Years) -> Added Students,integer,,False
4112,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 5 Day Students Attrition (Previous Years),Returning Students,Admission and Attrition -> Attrition (Previous Year) -> Boarding 5 Day Students Attrition (Previous Years) -> Returning Students,integer,,False
4114,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 5 Day Students Attrition (Previous Years),Exchange Students,Admission and Attrition -> Attrition (Previous Year) -> Boarding 5 Day Students Attrition (Previous Years) -> Exchange Students,integer,,False
4116,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 5 Day Students Attrition (Previous Years),Graduating Students,Admission and Attrition -> Attrition (Previous Year) -> Boarding 5 Day Students Attrition (Previous Years) -> Graduating Students,integer,,False
15415,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 5 Day Students Attrition (Previous Years),Students taking a leave of absence,Admission and Attrition -> Attrition (Previous Year) -> Boarding 5 Day Students Attrition (Previous Years) -> Students taking a leave of absence,integer,,False
4118,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 5 Day Students Attrition (Previous Years),"Graduation, Exchange and Leave of Absence Students","Admission and Attrition -> Attrition (Previous Year) -> Boarding 5 Day Students Attrition (Previous Years) -> Graduation, Exchange and Leave of Absence Students",integer,,False
4120,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 5 Day Students Attrition (Previous Years),"Dismissed, Left or not Invited back","Admission and Attrition -> Attrition (Previous Year) -> Boarding 5 Day Students Attrition (Previous Years) -> Dismissed, Left or not Invited back",integer,,False
15421,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 5 Day Students Attrition (Previous Years),Students transferred into program,Admission and Attrition -> Attrition (Previous Year) -> Boarding 5 Day Students Attrition (Previous Years) -> Students transferred into program,integer,,False
15427,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 5 Day Students Attrition (Previous Years),Students transferred from program,Admission and Attrition -> Attrition (Previous Year) -> Boarding 5 Day Students Attrition (Previous Years) -> Students transferred from program,integer,,False
15433,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 5 Day Students Attrition (Previous Years),# Possible Returning Students,Admission and Attrition -> Attrition (Previous Year) -> Boarding 5 Day Students Attrition (Previous Years) -> # Possible Returning Students,integer,,False
4122,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 5 Day Students Attrition (Previous Years),Electing not to return current year,Admission and Attrition -> Attrition (Previous Year) -> Boarding 5 Day Students Attrition (Previous Years) -> Electing not to return current year,integer,,False
4126,,False,Admission and Attrition,Attrition (Previous Year),Boarding 5 Day Students Attrition (Previous Years),New Opening Day enrollment (Current Year),Admission and Attrition -> Attrition (Previous Year) -> Boarding 5 Day Students Attrition (Previous Years) -> New Opening Day enrollment (Current Year),integer,,False
4128,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 5 Day Students Attrition (Previous Years),Attrition Rate,Admission and Attrition -> Attrition (Previous Year) -> Boarding 5 Day Students Attrition (Previous Years) -> Attrition Rate,float,,False
4109,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 7 Day Students Attrition (Previous Years),Opening Enrollment,Admission and Attrition -> Attrition (Previous Year) -> Boarding 7 Day Students Attrition (Previous Years) -> Opening Enrollment,integer,,False
4111,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 7 Day Students Attrition (Previous Years),Added Students,Admission and Attrition -> Attrition (Previous Year) -> Boarding 7 Day Students Attrition (Previous Years) -> Added Students,integer,,False
4113,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 7 Day Students Attrition (Previous Years),Returning Students,Admission and Attrition -> Attrition (Previous Year) -> Boarding 7 Day Students Attrition (Previous Years) -> Returning Students,integer,,False
4115,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 7 Day Students Attrition (Previous Years),Exchange Students,Admission and Attrition -> Attrition (Previous Year) -> Boarding 7 Day Students Attrition (Previous Years) -> Exchange Students,integer,,False
4117,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 7 Day Students Attrition (Previous Years),Graduating Students,Admission and Attrition -> Attrition (Previous Year) -> Boarding 7 Day Students Attrition (Previous Years) -> Graduating Students,integer,,False
15416,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 7 Day Students Attrition (Previous Years),Students taking a leave of absence,Admission and Attrition -> Attrition (Previous Year) -> Boarding 7 Day Students Attrition (Previous Years) -> Students taking a leave of absence,integer,,False
4119,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 7 Day Students Attrition (Previous Years),"Graduation, Exchange and Leave of Absence Students","Admission and Attrition -> Attrition (Previous Year) -> Boarding 7 Day Students Attrition (Previous Years) -> Graduation, Exchange and Leave of Absence Students",integer,,False
4121,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 7 Day Students Attrition (Previous Years),"Dismissed, Left or not Invited back","Admission and Attrition -> Attrition (Previous Year) -> Boarding 7 Day Students Attrition (Previous Years) -> Dismissed, Left or not Invited back",integer,,False
15422,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 7 Day Students Attrition (Previous Years),Students transferred into program,Admission and Attrition -> Attrition (Previous Year) -> Boarding 7 Day Students Attrition (Previous Years) -> Students transferred into program,integer,,False
15428,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 7 Day Students Attrition (Previous Years),Students transferred from program,Admission and Attrition -> Attrition (Previous Year) -> Boarding 7 Day Students Attrition (Previous Years) -> Students transferred from program,integer,,False
15434,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 7 Day Students Attrition (Previous Years),# Possible Returning Students,Admission and Attrition -> Attrition (Previous Year) -> Boarding 7 Day Students Attrition (Previous Years) -> # Possible Returning Students,integer,,False
4123,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 7 Day Students Attrition (Previous Years),Electing not to return current year,Admission and Attrition -> Attrition (Previous Year) -> Boarding 7 Day Students Attrition (Previous Years) -> Electing not to return current year,integer,,False
4127,,False,Admission and Attrition,Attrition (Previous Year),Boarding 7 Day Students Attrition (Previous Years),New Opening Day enrollment (Current Year),Admission and Attrition -> Attrition (Previous Year) -> Boarding 7 Day Students Attrition (Previous Years) -> New Opening Day enrollment (Current Year),integer,,False
4129,16,True,Admission and Attrition,Attrition (Previous Year),Boarding 7 Day Students Attrition (Previous Years),Attrition Rate,Admission and Attrition -> Attrition (Previous Year) -> Boarding 7 Day Students Attrition (Previous Years) -> Attrition Rate,float,,False
1929,16,True,Admission and Attrition,Attrition (Previous Year),Boarding Students Attrition (Previous Years),Opening enrollment,Admission and Attrition -> Attrition (Previous Year) -> Boarding Students Attrition (Previous Years) -> Opening enrollment,integer,,False
1133,16,True,Admission and Attrition,Attrition (Previous Year),Boarding Students Attrition (Previous Years),Added Students,Admission and Attrition -> Attrition (Previous Year) -> Boarding Students Attrition (Previous Years) -> Added Students,integer,,False
4106,16,True,Admission and Attrition,Attrition (Previous Year),Boarding Students Attrition (Previous Years),Returning Students,Admission and Attrition -> Attrition (Previous Year) -> Boarding Students Attrition (Previous Years) -> Returning Students,integer,,False
1681,16,True,Admission and Attrition,Attrition (Previous Year),Boarding Students Attrition (Previous Years),Exchange Students,Admission and Attrition -> Attrition (Previous Year) -> Boarding Students Attrition (Previous Years) -> Exchange Students,integer,,False
3371,16,True,Admission and Attrition,Attrition (Previous Year),Boarding Students Attrition (Previous Years),Graduating Students,Admission and Attrition -> Attrition (Previous Year) -> Boarding Students Attrition (Previous Years) -> Graduating Students,integer,,False
15417,16,True,Admission and Attrition,Attrition (Previous Year),Boarding Students Attrition (Previous Years),Students taking a leave of absence,Admission and Attrition -> Attrition (Previous Year) -> Boarding Students Attrition (Previous Years) -> Students taking a leave of absence,integer,,False
1775,16,True,Admission and Attrition,Attrition (Previous Year),Boarding Students Attrition (Previous Years),"Graduation, Exchange and Leave of Absence Students","Admission and Attrition -> Attrition (Previous Year) -> Boarding Students Attrition (Previous Years) -> Graduation, Exchange and Leave of Absence Students",integer,,False
1627,16,True,Admission and Attrition,Attrition (Previous Year),Boarding Students Attrition (Previous Years),"Dismissed, Left or not Invited back","Admission and Attrition -> Attrition (Previous Year) -> Boarding Students Attrition (Previous Years) -> Dismissed, Left or not Invited back",integer,,False
15423,16,True,Admission and Attrition,Attrition (Previous Year),Boarding Students Attrition (Previous Years),Students transferred into program,Admission and Attrition -> Attrition (Previous Year) -> Boarding Students Attrition (Previous Years) -> Students transferred into program,integer,,False
15429,16,True,Admission and Attrition,Attrition (Previous Year),Boarding Students Attrition (Previous Years),Students transferred from program,Admission and Attrition -> Attrition (Previous Year) -> Boarding Students Attrition (Previous Years) -> Students transferred from program,integer,,False
15435,16,True,Admission and Attrition,Attrition (Previous Year),Boarding Students Attrition (Previous Years),# Possible Returning Students,Admission and Attrition -> Attrition (Previous Year) -> Boarding Students Attrition (Previous Years) -> # Possible Returning Students,integer,,False
1916,16,True,Admission and Attrition,Attrition (Previous Year),Boarding Students Attrition (Previous Years),Electing not to return current year,Admission and Attrition -> Attrition (Previous Year) -> Boarding Students Attrition (Previous Years) -> Electing not to return current year,integer,,False
2353,,False,Admission and Attrition,Attrition (Previous Year),Boarding Students Attrition (Previous Years),New Opening Day enrollment (Current Year),Admission and Attrition -> Attrition (Previous Year) -> Boarding Students Attrition (Previous Years) -> New Opening Day enrollment (Current Year),integer,,False
1226,16,True,Admission and Attrition,Attrition (Previous Year),Boarding Students Attrition (Previous Years),Attrition Rate,Admission and Attrition -> Attrition (Previous Year) -> Boarding Students Attrition (Previous Years) -> Attrition Rate,float,,False
1930,16,True,Admission and Attrition,Attrition (Previous Year),Day Students Attrition (Previous Years),Opening enrollment,Admission and Attrition -> Attrition (Previous Year) -> Day Students Attrition (Previous Years) -> Opening enrollment,integer,,False
1134,16,True,Admission and Attrition,Attrition (Previous Year),Day Students Attrition (Previous Years),Added Students,Admission and Attrition -> Attrition (Previous Year) -> Day Students Attrition (Previous Years) -> Added Students,integer,,False
4105,16,True,Admission and Attrition,Attrition (Previous Year),Day Students Attrition (Previous Years),Returning Students,Admission and Attrition -> Attrition (Previous Year) -> Day Students Attrition (Previous Years) -> Returning Students,integer,,False
1682,16,True,Admission and Attrition,Attrition (Previous Year),Day Students Attrition (Previous Years),Exchange Students,Admission and Attrition -> Attrition (Previous Year) -> Day Students Attrition (Previous Years) -> Exchange Students,integer,,False
3370,16,True,Admission and Attrition,Attrition (Previous Year),Day Students Attrition (Previous Years),Graduating Students,Admission and Attrition -> Attrition (Previous Year) -> Day Students Attrition (Previous Years) -> Graduating Students,integer,,False
15414,16,True,Admission and Attrition,Attrition (Previous Year),Day Students Attrition (Previous Years),Students taking a leave of absence,Admission and Attrition -> Attrition (Previous Year) -> Day Students Attrition (Previous Years) -> Students taking a leave of absence,integer,,False
1776,16,True,Admission and Attrition,Attrition (Previous Year),Day Students Attrition (Previous Years),"Graduation, Exchange and Leave of Absence Students","Admission and Attrition -> Attrition (Previous Year) -> Day Students Attrition (Previous Years) -> Graduation, Exchange and Leave of Absence Students",integer,,False
1629,16,True,Admission and Attrition,Attrition (Previous Year),Day Students Attrition (Previous Years),"Dismissed, Left or not Invited back","Admission and Attrition -> Attrition (Previous Year) -> Day Students Attrition (Previous Years) -> Dismissed, Left or not Invited back",integer,,False
15420,16,True,Admission and Attrition,Attrition (Previous Year),Day Students Attrition (Previous Years),Students transferred into program,Admission and Attrition -> Attrition (Previous Year) -> Day Students Attrition (Previous Years) -> Students transferred into program,integer,,False
15426,16,True,Admission and Attrition,Attrition (Previous Year),Day Students Attrition (Previous Years),Students transferred from program,Admission and Attrition -> Attrition (Previous Year) -> Day Students Attrition (Previous Years) -> Students transferred from program,integer,,False
15432,16,True,Admission and Attrition,Attrition (Previous Year),Day Students Attrition (Previous Years),# Possible Returning Students,Admission and Attrition -> Attrition (Previous Year) -> Day Students Attrition (Previous Years) -> # Possible Returning Students,integer,,False
1917,16,True,Admission and Attrition,Attrition (Previous Year),Day Students Attrition (Previous Years),Electing not to return current year,Admission and Attrition -> Attrition (Previous Year) -> Day Students Attrition (Previous Years) -> Electing not to return current year,integer,,False
2352,,False,Admission and Attrition,Attrition (Previous Year),Day Students Attrition (Previous Years),New Opening Day enrollment (Current Year),Admission and Attrition -> Attrition (Previous Year) -> Day Students Attrition (Previous Years) -> New Opening Day enrollment (Current Year),integer,,False
1227,16,True,Admission and Attrition,Attrition (Previous Year),Day Students Attrition (Previous Years),Attrition Rate,Admission and Attrition -> Attrition (Previous Year) -> Day Students Attrition (Previous Years) -> Attrition Rate,float,,False
11586,16,True,Admission and Attrition,Attrition (Previous Year),International Student Attrition (Previous Year),F-1 Visa: Students Electing Not to Return,Admission and Attrition -> Attrition (Previous Year) -> International Student Attrition (Previous Year) -> F-1 Visa: Students Electing Not to Return,integer,,False
4152,16,True,Admission and Attrition,Attrition (Previous Year),Students of Color Attrition (Previous Years),Opening Enrollment,Admission and Attrition -> Attrition (Previous Year) -> Students of Color Attrition (Previous Years) -> Opening Enrollment,integer,,False
4153,16,True,Admission and Attrition,Attrition (Previous Year),Students of Color Attrition (Previous Years),Added Students,Admission and Attrition -> Attrition (Previous Year) -> Students of Color Attrition (Previous Years) -> Added Students,integer,,False
4154,16,True,Admission and Attrition,Attrition (Previous Year),Students of Color Attrition (Previous Years),Returning Students,Admission and Attrition -> Attrition (Previous Year) -> Students of Color Attrition (Previous Years) -> Returning Students,integer,,False
4155,16,True,Admission and Attrition,Attrition (Previous Year),Students of Color Attrition (Previous Years),Exchange Students,Admission and Attrition -> Attrition (Previous Year) -> Students of Color Attrition (Previous Years) -> Exchange Students,integer,,False
4156,16,True,Admission and Attrition,Attrition (Previous Year),Students of Color Attrition (Previous Years),Graduating Students,Admission and Attrition -> Attrition (Previous Year) -> Students of Color Attrition (Previous Years) -> Graduating Students,integer,,False
15419,16,True,Admission and Attrition,Attrition (Previous Year),Students of Color Attrition (Previous Years),Students taking a leave of absence,Admission and Attrition -> Attrition (Previous Year) -> Students of Color Attrition (Previous Years) -> Students taking a leave of absence,integer,,False
4157,16,True,Admission and Attrition,Attrition (Previous Year),Students of Color Attrition (Previous Years),"Graduation, Exchange and Leave of Absence Students","Admission and Attrition -> Attrition (Previous Year) -> Students of Color Attrition (Previous Years) -> Graduation, Exchange and Leave of Absence Students",integer,,False
4158,16,True,Admission and Attrition,Attrition (Previous Year),Students of Color Attrition (Previous Years),"Dismissed, Left or not Invited back","Admission and Attrition -> Attrition (Previous Year) -> Students of Color Attrition (Previous Years) -> Dismissed, Left or not Invited back",integer,,False
15425,16,True,Admission and Attrition,Attrition (Previous Year),Students of Color Attrition (Previous Years),Students transferred into program,Admission and Attrition -> Attrition (Previous Year) -> Students of Color Attrition (Previous Years) -> Students transferred into program,integer,,False
15431,16,True,Admission and Attrition,Attrition (Previous Year),Students of Color Attrition (Previous Years),Students transferred from program,Admission and Attrition -> Attrition (Previous Year) -> Students of Color Attrition (Previous Years) -> Students transferred from program,integer,,False
15437,16,True,Admission and Attrition,Attrition (Previous Year),Students of Color Attrition (Previous Years),# Possible Returning Students,Admission and Attrition -> Attrition (Previous Year) -> Students of Color Attrition (Previous Years) -> # Possible Returning Students,integer,,False
4159,16,True,Admission and Attrition,Attrition (Previous Year),Students of Color Attrition (Previous Years),Electing not to return current year,Admission and Attrition -> Attrition (Previous Year) -> Students of Color Attrition (Previous Years) -> Electing not to return current year,integer,,False
4161,,False,Admission and Attrition,Attrition (Previous Year),Students of Color Attrition (Previous Years),New Opening Day enrollment (Current Year),Admission and Attrition -> Attrition (Previous Year) -> Students of Color Attrition (Previous Years) -> New Opening Day enrollment (Current Year),integer,,False
4162,16,True,Admission and Attrition,Attrition (Previous Year),Students of Color Attrition (Previous Years),Attrition Rate,Admission and Attrition -> Attrition (Previous Year) -> Students of Color Attrition (Previous Years) -> Attrition Rate,float,,False
1931,16,True,Admission and Attrition,Attrition (Previous Year),Total Students Attrition (Previous Years),Opening enrollment,Admission and Attrition -> Attrition (Previous Year) -> Total Students Attrition (Previous Years) -> Opening enrollment,integer,,False
1135,16,True,Admission and Attrition,Attrition (Previous Year),Total Students Attrition (Previous Years),Added Students,Admission and Attrition -> Attrition (Previous Year) -> Total Students Attrition (Previous Years) -> Added Students,integer,,False
4107,16,True,Admission and Attrition,Attrition (Previous Year),Total Students Attrition (Previous Years),Returning Students,Admission and Attrition -> Attrition (Previous Year) -> Total Students Attrition (Previous Years) -> Returning Students,integer,,False
1683,16,True,Admission and Attrition,Attrition (Previous Year),Total Students Attrition (Previous Years),Exchange Students,Admission and Attrition -> Attrition (Previous Year) -> Total Students Attrition (Previous Years) -> Exchange Students,integer,,False
3372,16,True,Admission and Attrition,Attrition (Previous Year),Total Students Attrition (Previous Years),Graduating Students,Admission and Attrition -> Attrition (Previous Year) -> Total Students Attrition (Previous Years) -> Graduating Students,integer,,False
15418,16,True,Admission and Attrition,Attrition (Previous Year),Total Students Attrition (Previous Years),Students taking a leave of absence,Admission and Attrition -> Attrition (Previous Year) -> Total Students Attrition (Previous Years) -> Students taking a leave of absence,integer,,False
1777,16,True,Admission and Attrition,Attrition (Previous Year),Total Students Attrition (Previous Years),"Graduation, Exchange and Leave of Absence Students","Admission and Attrition -> Attrition (Previous Year) -> Total Students Attrition (Previous Years) -> Graduation, Exchange and Leave of Absence Students",integer,,False
1630,16,True,Admission and Attrition,Attrition (Previous Year),Total Students Attrition (Previous Years),"Dismissed, Left or not Invited back","Admission and Attrition -> Attrition (Previous Year) -> Total Students Attrition (Previous Years) -> Dismissed, Left or not Invited back",integer,,False
15424,16,True,Admission and Attrition,Attrition (Previous Year),Total Students Attrition (Previous Years),Students transferred into program,Admission and Attrition -> Attrition (Previous Year) -> Total Students Attrition (Previous Years) -> Students transferred into program,integer,,False
15430,16,True,Admission and Attrition,Attrition (Previous Year),Total Students Attrition (Previous Years),Students transferred from program,Admission and Attrition -> Attrition (Previous Year) -> Total Students Attrition (Previous Years) -> Students transferred from program,integer,,False
15436,16,True,Admission and Attrition,Attrition (Previous Year),Total Students Attrition (Previous Years),# Possible Returning Students,Admission and Attrition -> Attrition (Previous Year) -> Total Students Attrition (Previous Years) -> # Possible Returning Students,integer,,False
1918,16,True,Admission and Attrition,Attrition (Previous Year),Total Students Attrition (Previous Years),Electing not to return current year,Admission and Attrition -> Attrition (Previous Year) -> Total Students Attrition (Previous Years) -> Electing not to return current year,integer,,False
2355,,False,Admission and Attrition,Attrition (Previous Year),Total Students Attrition (Previous Years),New Opening Day enrollment (Current Year),Admission and Attrition -> Attrition (Previous Year) -> Total Students Attrition (Previous Years) -> New Opening Day enrollment (Current Year),integer,,False
1229,16,True,Admission and Attrition,Attrition (Previous Year),Total Students Attrition (Previous Years),Attrition Rate,Admission and Attrition -> Attrition (Previous Year) -> Total Students Attrition (Previous Years) -> Attrition Rate,float,,False
3279,8,True,Tuition and Fees,Tuition and Fees,5 Day Boarding,Preschool: Tuition Only (All PS): 2 Years old,Tuition and Fees -> Tuition and Fees -> 5 Day Boarding -> Preschool: Tuition Only (All PS): 2 Years old,currency,,False
3280,8,True,Tuition and Fees,Tuition and Fees,5 Day Boarding,Preschool: Tuition Only (All PS): 3 Years old,Tuition and Fees -> Tuition and Fees -> 5 Day Boarding -> Preschool: Tuition Only (All PS): 3 Years old,currency,,False
3281,8,True,Tuition and Fees,Tuition and Fees,5 Day Boarding,Preschool: Tuition Only (All PS): 4 Years old,Tuition and Fees -> Tuition and Fees -> 5 Day Boarding -> Preschool: Tuition Only (All PS): 4 Years old,currency,,False
6475,,False,Tuition and Fees,Tuition and Fees,5 Day Boarding,Preschool: Tuition Only (All PS): Average,Tuition and Fees -> Tuition and Fees -> 5 Day Boarding -> Preschool: Tuition Only (All PS): Average,currency,,False
3282,8,True,Tuition and Fees,Tuition and Fees,5 Day Boarding,Preschool: Fees Only (All PS): 2 Years old,Tuition and Fees -> Tuition and Fees -> 5 Day Boarding -> Preschool: Fees Only (All PS): 2 Years old,currency,,False
